,Unnamed: 0,Dates,Lastnames,Texts,Links,Counts,Rank,Type,Travel_Places,Travel_Start_Date,Travel_End_Date,Link_Content,Topics,Meet_countries,content
5143,5143,26-Nov-18,Wells,"Principal Deputy Assistant Secretary Wells is on travel to Geneva and Brussels from November 26-30, 2018.",<https://2017-2021.state.gov/principal-deputy-assistant-secretary-alice-wells-travel-to-geneva-and-brussels/>,2,4,Travel, ; EU,2018-11-26,2018-11-30, ,,,"Principal Deputy Assistant Secretary for the Bureau of South and Central Asia Affairs Alice Wells will travel to Geneva, Switzerland, and Brussels, Belgium November 26-30, 2018. In Geneva, Ambassador Wells will join Under Secretary for Political Affairs David Hale who will lead the U.S. delegation at the Geneva Ministerial Conference on Afghanistan to review Afghanistan’s progress in the common effort to attain lasting peace and prosperity for the people of Afghanistan. Under Secretary Hale, Ambassador Wells, and U.S. Ambassador to Afghanistan John Bass will meet with Afghan President Ashraf Ghani and Chief Executive Abdullah on the margins of the conference to discuss a wide range of bilateral issues. She will also meet with a range of leading donor nations and partners in our military effort, as well as with members of Afghanistan’s civil society.;;;;;;;;;;;;In Brussels, Ambassador Wells will meet with European Union counterparts to discuss the Indo-Pacific strategy as well as mutual efforts in Afghanistan and South Asia. She will also meet with media representatives at the Brussels Regional Media Hub to discuss the Geneva Conference, and its key outcomes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5144,5144,23-Nov-18,Pompeo,Secretary Pompeo has no public appointments.,None,1,1,TBD, ,,, ,,,
5145,5145,23-Nov-18,Sullivan,Deputy Secretary Sullivan has no public appointments.,None,1,4,TBD, ,,, ,,,
5146,5146,23-Nov-18,Hale,"Under Secretary Hale is on travel to France, Italy, Morocco, Switzerland, and Algeria from November 21-December 1.",None,1,3,Travel, ; France ; Switzerland ; Morocco ; Italy ; Algeria,2018-11-21,2018-12-01, ,,,
5147,5147,22-Nov-18,Pompeo,Secretary Pompeo has no public appointments.,None,1,1,TBD, ,,, ,,,
5148,5148,21-Nov-18,Pompeo,"Secretary Pompeo attends meetings and briefings, at the Department of State.",None,1,1,Meeting, ,,, ,, ; Domestic,
5149,5149,21-Nov-18,Sullivan,"Deputy Secretary Sullivan attends meetings and briefings, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Domestic,
5150,5150,21-Nov-18,Hale,"Under Secretary Hale is on travel to France, Italy, Morocco, Switzerland, and Algeria from November 21-December 1.",None,1,3,Travel, ; France ; Switzerland ; Morocco ; Italy ; Algeria,2018-11-21,2018-12-01, ,,,
5151,5151,21-Nov-18,Poblete,Assistant Secretary Poblete is on travel to The Hague to lead the U.S. delegation to the annual Conference of the States Parties to the Chemical Weapons Convention (CWC) and the Fourth CWC Review Conference from November 19-21.,<https://2017-2021.state.gov/assistant-secretary-dr-yleem-d-s-poblete-travel-to-the-hague/>,1,4,Travel, ; Domestic,2018-11-19,2018-11-21, , ; security,,"Assistant Secretary of State for Arms Control, Verification and Compliance Dr. Yleem D.S. Poblete will travel to The Hague, November 19 to 21. She will lead the U.S. delegation to the annual Conference of the States Parties to the Chemical Weapons Convention (CWC) and the Fourth CWC Review Conference. While in The Hague, Assistant Secretary Poblete will deliver the United States national statement to the Review Conference, meet with the OPCW Director-General, hold several bilateral diplomatic meetings, and work to advance United States interests in implementation of the CWC.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5152,5152,20-Nov-18,Pompeo,"12:30 p.m.Secretary Pompeo meets with Turkish Foreign Minister Meylut Cavusoglu, at the Department of State.",None,1,1,Meeting, ,,, ,, ; Turkey,
5153,5153,20-Nov-18,Sullivan,"12:00 p.m.Deputy Secretary Sullivan hosts the American Academy of Diplomacy Luncheon, at the Department of State.",None,1,4,TBD, ,,, ,,,
5154,5154,20-Nov-18,Hale,"11:00 a.m.Under Secretary Hale attends the U.S.-Italy Strategic Dialogue, at the Department of State.",None,1,3,Meeting, ,,, , ; security, ; Italy,
5155,5155,20-Nov-18,Hale,"12:00 p.m.Under Secretary Hale attends the American Academy of Diplomacy Luncheon, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Domestic,
5156,5156,20-Nov-18,Hale,"3:00 p.m.Under Secretary Hale meets with Italian Political Director Sebastiano Cardi, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Italy,
5157,5157,20-Nov-18,Moley,Assistant Secretary Moley is on travel to Belgium and Austria from November 14-20.,<https://2017-2021.state.gov/assistant-secretary-kevin-e-moley-travel-to-belgium-and-austria/>,1,4,Travel, ; Austria ; Belgium,2018-11-14,2018-11-20, ,,,"Assistant Secretary of State for International Organization Affairs Kevin E. Moley will travel to Brussels, Belgium, and Vienna, Austria from November 14 to November 20.;;;;;;;;;;;;In Brussels, Assistant Secretary Moley will participate in the Meeting of Executive Managers of International Organizations at the NATO Headquarters.;;;;;;;;;;;;In Vienna, Assistant Secretary Moley will consult with officials at the U.S. Mission to International Organizations in Vienna, and meet with a number of officials from the United Nations and the International Atomic Energy Agency.;;;;;;;;;;;;For further information, contact ;;;;IO-Press-DL@state.gov<mailto:IO-Press-DL@state.gov>;;;;. Follow the Bureau of International Organization Affairs at @State_IO.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5158,5158,20-Nov-18,Poblete,Assistant Secretary Poblete is on travel to The Hague to lead the U.S. delegation to the annual Conference of the States Parties to the Chemical Weapons Convention (CWC) and the Fourth CWC Review Conference from November 19-21.,<https://2017-2021.state.gov/assistant-secretary-dr-yleem-d-s-poblete-travel-to-the-hague/>,1,4,Travel, ; Domestic,2018-11-19,2018-11-21, , ; security,,"Assistant Secretary of State for Arms Control, Verification and Compliance Dr. Yleem D.S. Poblete will travel to The Hague, November 19 to 21. She will lead the U.S. delegation to the annual Conference of the States Parties to the Chemical Weapons Convention (CWC) and the Fourth CWC Review Conference. While in The Hague, Assistant Secretary Poblete will deliver the United States national statement to the Review Conference, meet with the OPCW Director-General, hold several bilateral diplomatic meetings, and work to advance United States interests in implementation of the CWC.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5159,5159,20-Nov-18,Murphy,"Principal Deputy Assistant Secretary Murphy is on travel to Singapore, Guangzhou, and Hong Kong from November 11-20.",<https://2017-2021.state.gov/principal-deputy-assistant-secretary-murphys-travel-to-singapore-guangzhou-and-hong-kong/>,1,4,Travel, ; Singapore ; Hong Kong,2018-11-11,2018-11-20, , ; China,,"Principal Deputy Assistant Secretary (PDAS) for East Asian and Pacific Affairs W. Patrick Murphy is traveling to Singapore November 13-16 in support of the participation of Vice President Pence and Deputy Secretary of State John J. Sullivan in the 6th U.S.-ASEAN Summit and the 13th East Asia Summit (EAS). In addition, PDAS Murphy is participating in bilateral meetings with ASEAN and EAS counterparts to underscore the U.S. commitment to ASEAN centrality and the United States’ enduring role in promoting peace and security in the Indo-Pacific region.;;;;;;;;;;;;On November 15, PDAS Murphy and South and Central Asian Affairs PDAS Alice Wells will represent the United States at the U.S.-Australia-India-Japan Consultations to reaffirm a shared commitment to maintain and strengthen an Indo-Pacific region based on clear and transparent rules, with respect for international law.;;;;;;;;;;;;November 16-19, PDAS Murphy will travel to Guangzhou and Hong Kong.;;;;;;;;;;;;In Guangzhou, he will meet with Consulate General staff and attend U.S. Consulate General Guangzhou’s Marine Corps Ball.;;;;;;;;;;;;In Hong Kong, he will meet with senior Hong Kong government officials, business leaders, and scholars to discuss U.S.-Hong Kong relations and the United States’ engagement in the Indo-Pacific region.;;;;;;;;;;;;For further information, please follow @USAsiaPacific on Twitter.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5160,5160,19-Nov-18,Pompeo,"Secretary Pompeo attends meetings and briefings, at the Department of State.",None,1,1,Meeting, ,,, ,, ; Domestic,
5161,5161,19-Nov-18,Sullivan,"Deputy Secretary Sullivan attends meetings and briefings, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Domestic,
5162,5162,19-Nov-18,Hale,"11:30 a.m.Under Secretary Hale meets with Israeli Ambassador to the United States Ron Dermer, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Israel ; United States,
5163,5163,19-Nov-18,Nagy,"11:00 a.m.Assistant Secretary Nagy meets with Ugandan Ambassador to the United States Mull Katende, at the Department of State.",None,2,4,Meeting, ,,, ,, ; Uganda ; United States,
5164,5164,19-Nov-18,Nagy,"11:30 a.m.Assistant Secretary Nagy meets with African Union Ambassador to the United States Arikana Chihombori-Quao, at the Department of State.",None,1,4,Meeting, ,,, ,, ; United States,
5165,5165,19-Nov-18,Nagy,"1:30 p.m.Assistant Secretary Nagy meets with French Director for African Affairs Remi Marechaux, at the Department of State.",None,1,4,Meeting, ,,, ,, ; France,
5166,5166,19-Nov-18,Moley,Assistant Secretary Moley is on travel to Belgium and Austria from November 14-20.,<https://2017-2021.state.gov/assistant-secretary-kevin-e-moley-travel-to-belgium-and-austria/>,1,4,Travel, ; Austria ; Belgium,2018-11-14,2018-11-20, ,,,"Assistant Secretary of State for International Organization Affairs Kevin E. Moley will travel to Brussels, Belgium, and Vienna, Austria from November 14 to November 20.;;;;;;;;;;;;In Brussels, Assistant Secretary Moley will participate in the Meeting of Executive Managers of International Organizations at the NATO Headquarters.;;;;;;;;;;;;In Vienna, Assistant Secretary Moley will consult with officials at the U.S. Mission to International Organizations in Vienna, and meet with a number of officials from the United Nations and the International Atomic Energy Agency.;;;;;;;;;;;;For further information, contact ;;;;IO-Press-DL@state.gov<mailto:IO-Press-DL@state.gov>;;;;. Follow the Bureau of International Organization Affairs at @State_IO.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5167,5167,19-Nov-18,Poblete,Assistant Secretary Poblete is on travel to The Hague to lead the U.S. delegation to the annual Conference of the States Parties to the Chemical Weapons Convention (CWC) and the Fourth CWC Review Conference from November 19-21.,<https://2017-2021.state.gov/assistant-secretary-dr-yleem-d-s-poblete-travel-to-the-hague/>,1,4,Travel, ; Domestic,2018-11-19,2018-11-21, , ; security,,"Assistant Secretary of State for Arms Control, Verification and Compliance Dr. Yleem D.S. Poblete will travel to The Hague, November 19 to 21. She will lead the U.S. delegation to the annual Conference of the States Parties to the Chemical Weapons Convention (CWC) and the Fourth CWC Review Conference. While in The Hague, Assistant Secretary Poblete will deliver the United States national statement to the Review Conference, meet with the OPCW Director-General, hold several bilateral diplomatic meetings, and work to advance United States interests in implementation of the CWC.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5168,5168,19-Nov-18,Murphy,"Principal Deputy Assistant Secretary Murphy is on travel to Singapore, Guangzhou, and Hong Kong from November 11-20.",<https://2017-2021.state.gov/principal-deputy-assistant-secretary-murphys-travel-to-singapore-guangzhou-and-hong-kong/>,1,4,Travel, ; Singapore ; Hong Kong,2018-11-11,2018-11-20, , ; China,,"Principal Deputy Assistant Secretary (PDAS) for East Asian and Pacific Affairs W. Patrick Murphy is traveling to Singapore November 13-16 in support of the participation of Vice President Pence and Deputy Secretary of State John J. Sullivan in the 6th U.S.-ASEAN Summit and the 13th East Asia Summit (EAS). In addition, PDAS Murphy is participating in bilateral meetings with ASEAN and EAS counterparts to underscore the U.S. commitment to ASEAN centrality and the United States’ enduring role in promoting peace and security in the Indo-Pacific region.;;;;;;;;;;;;On November 15, PDAS Murphy and South and Central Asian Affairs PDAS Alice Wells will represent the United States at the U.S.-Australia-India-Japan Consultations to reaffirm a shared commitment to maintain and strengthen an Indo-Pacific region based on clear and transparent rules, with respect for international law.;;;;;;;;;;;;November 16-19, PDAS Murphy will travel to Guangzhou and Hong Kong.;;;;;;;;;;;;In Guangzhou, he will meet with Consulate General staff and attend U.S. Consulate General Guangzhou’s Marine Corps Ball.;;;;;;;;;;;;In Hong Kong, he will meet with senior Hong Kong government officials, business leaders, and scholars to discuss U.S.-Hong Kong relations and the United States’ engagement in the Indo-Pacific region.;;;;;;;;;;;;For further information, please follow @USAsiaPacific on Twitter.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5169,5169,16-Nov-18,Pompeo,"9:00 a.m.Secretary Pompeo meets with Republic of Korea Minister of Unification Cho Myoung-gyon, at the Department of State.",None,1,1,Meeting, ,,, ,, ; Korea,
5170,5170,16-Nov-18,Pompeo,"10:30 a.m.Secretary Pompeo meets with Finnish Foreign Minister Timo Soini, at the Department of State.",None,1,1,Meeting, ,,, ,, ; Finland,
5171,5171,16-Nov-18,Pompeo,"1:00 p.m.Secretary Pompeo attends the Medal of Freedom Ceremony, at the White House.",None,1,1,Meeting, ,,, ,, ; Domestic,
5172,5172,16-Nov-18,Pompeo,"4:30 p.m.Secretary Pompeo meets with Ukrainian Foreign Minister Pavlo Klimkin, as part of the U.S.-Ukraine Strategic Partnership Commission, at the Department of State.",None,1,1,Meeting, ,,, , ; security, ; Ukraine,
5173,5173,16-Nov-18,Sullivan,"Deputy Secretary Sullivan is on travel to Japan, Singapore, Australia, and Papua New Guinea from November 11-18.",<https://2017-2021.state.gov/deputy-secretary-john-sullivans-travel-to-japan-singapore-australia-and-papua-new-guinea/>,1,4,Travel, ; Singapore ; Guinea ; Australia ; Japan ; Papua New Guinea,2018-11-11,2018-11-18, ,,,"Deputy Secretary of State John J. Sullivan will travel to Japan, Singapore, Australia, and Papua New Guinea from November 11-18 on behalf of Secretary Pompeo.;;;;;;;;;;;;The Deputy Secretary will accompany Vice President Pence as he represents President Trump at the U.S.-ASEAN Summit and the East Asia Summit in Singapore, as well as the Asia Pacific Economic Cooperation (APEC) meetings in Papua New Guinea.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5174,5174,16-Nov-18,Thompson,"10:15 a.m.Under Secretary Thompson meets with National Security Fellows, at the Harvard Kennedy School in Cambridge, Massachusetts.",None,1,3,Meeting, ,,, , ; security, ; Domestic,
5175,5175,16-Nov-18,Thompson,"12:00 p.m.Under Secretary Thompson attends a Belfer Center Director’s Lunch, at the Belfer Center, in Cambridge, Massachusetts.",None,1,3,Meeting, ,,, ,, ; Domestic,
5176,5176,16-Nov-18,Thompson,"2:00 p.m.Under Secretary Thompson meets with professors and laboratory directors at the Massachusetts Institute of Technology (MIT) in Cambridge, Massachusetts.",None,1,3,Meeting, ,,, , ; tech, ; Domestic,
5177,5177,16-Nov-18,Breier,Assistant Secretary Breier is on travel to Colombia from November 13-17.,<https://2017-2021.state.gov/assistant-secretary-for-western-hemisphere-affairs-kimberly-breier-travels-to-colombia/>,1,4,Travel, ; Colombia,2018-11-13,2018-11-17, ,,," ;;;;;;;;;;;;Assistant Secretary Kimberly Breier will travel to Colombia November 13-17 to meet with President Duque and other senior Colombian officials.;;;;;;;;;;;;While in Colombia, Assistant Secretary Breier will participate in the official arrival ceremony of the USNS ;;;;Comfort;;;; in Turbo. She will visit the border town of Cúcuta, where she will meet with international and non-governmental organization leaders and volunteers from U.S.-supported programs that provide humanitarian aid to Venezuelan refugees and migrants; and she will travel to Antioquia to work on our bilateral efforts to confront narcotics production and trafficking.;;;;;;;;;;;;During her visit, the Assistant Secretary also will meet with Colombian business leaders and civil society representatives.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5178,5178,16-Nov-18,Fannon,"Assistant Secretary Fannon is on travel to Israel, Cyprus, and Egypt from November 11-20.",<https://2017-2021.state.gov/assistant-secretary-fannon-travel-to-israel-cyprus-and-egypt/>,1,4,Travel, ; Cyprus ; Egypt ; Israel,2018-11-11,2018-11-20, ,,,"Assistant Secretary of State for Energy Resources Francis R. Fannon will travel to Tel Aviv and Jerusalem; Nicosia, and Cairo from November 11 to 20, 2018.;;;;;;;;;;;;During his trip, Assistant Secretary Fannon will be meeting with government officials and private sector representatives to discuss energy security and regional cooperation on energy issues. His trip will highlight the economic opportunities in the energy sector for Eastern Mediterranean gas development and related exports, and encourage discussions on how countries can harness this potential for increased regional stability and economic growth.;;;;;;;;;;;;For further information, contact Vincent Campos, Spokesperson for the Bureau of Energy Resources, at ;;;;CamposVM@state.gov<mailto:CamposVM@state.gov>;;;;. Additional information is available on Twitter at @EnergyAtState.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5179,5179,16-Nov-18,Risch,Assistant Secretary Risch is on travel to the United Kingdom and Ireland from November 12-16.,<https://2017-2021.state.gov/assistant-secretary-of-state-for-consular-affairs-carl-risch-travels-to-the-united-kingdom-and-ireland/>,1,4,Travel, ; Ireland ; United Kingdom,2018-11-12,2018-11-16, ,,,Assistant Secretary of State for Consular Affairs Carl Risch will travel November 12-16 to the United Kingdom and Ireland to participate in a series of meetings with U.S. diplomats and foreign government authorities.;;;;;;;;;;;;The Assistant Secretary plans to review consular operations at our U.S. Embassies in London and Dublin. He will also meet with interagency partners.;;;;;;;;;;;;The United States is committed to long-term engagement with the United Kingdom and Ireland on a variety of consular issues.;;;;;;;;;;;;For press inquiries please contact ;;;;CAPRESSREQUESTS@state.gov<mailto:CAPRESSREQUESTS@state.gov>;;;; or (202) 485-6150.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5180,5180,16-Nov-18,Moley,Assistant Secretary Moley is on travel to Belgium and Austria from November 14-20.,<https://2017-2021.state.gov/assistant-secretary-kevin-e-moley-travel-to-belgium-and-austria/>,1,4,Travel, ; Austria ; Belgium,2018-11-14,2018-11-20, ,,,"Assistant Secretary of State for International Organization Affairs Kevin E. Moley will travel to Brussels, Belgium, and Vienna, Austria from November 14 to November 20.;;;;;;;;;;;;In Brussels, Assistant Secretary Moley will participate in the Meeting of Executive Managers of International Organizations at the NATO Headquarters.;;;;;;;;;;;;In Vienna, Assistant Secretary Moley will consult with officials at the U.S. Mission to International Organizations in Vienna, and meet with a number of officials from the United Nations and the International Atomic Energy Agency.;;;;;;;;;;;;For further information, contact ;;;;IO-Press-DL@state.gov<mailto:IO-Press-DL@state.gov>;;;;. Follow the Bureau of International Organization Affairs at @State_IO.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5181,5181,16-Nov-18,Murphy,"Principal Deputy Assistant Secretary Murphy is on travel to Singapore, Guangzhou, and Hong Kong from November 11-20.",<https://2017-2021.state.gov/principal-deputy-assistant-secretary-murphys-travel-to-singapore-guangzhou-and-hong-kong/>,1,4,Travel, ; Singapore ; Hong Kong,2018-11-11,2018-11-20, , ; China,,"Principal Deputy Assistant Secretary (PDAS) for East Asian and Pacific Affairs W. Patrick Murphy is traveling to Singapore November 13-16 in support of the participation of Vice President Pence and Deputy Secretary of State John J. Sullivan in the 6th U.S.-ASEAN Summit and the 13th East Asia Summit (EAS). In addition, PDAS Murphy is participating in bilateral meetings with ASEAN and EAS counterparts to underscore the U.S. commitment to ASEAN centrality and the United States’ enduring role in promoting peace and security in the Indo-Pacific region.;;;;;;;;;;;;On November 15, PDAS Murphy and South and Central Asian Affairs PDAS Alice Wells will represent the United States at the U.S.-Australia-India-Japan Consultations to reaffirm a shared commitment to maintain and strengthen an Indo-Pacific region based on clear and transparent rules, with respect for international law.;;;;;;;;;;;;November 16-19, PDAS Murphy will travel to Guangzhou and Hong Kong.;;;;;;;;;;;;In Guangzhou, he will meet with Consulate General staff and attend U.S. Consulate General Guangzhou’s Marine Corps Ball.;;;;;;;;;;;;In Hong Kong, he will meet with senior Hong Kong government officials, business leaders, and scholars to discuss U.S.-Hong Kong relations and the United States’ engagement in the Indo-Pacific region.;;;;;;;;;;;;For further information, please follow @USAsiaPacific on Twitter.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5182,5182,15-Nov-18,Pompeo,"9:30 a.m. LOCALSecretary Pompeo meets with Mexican Foreign Secretary-Designate Marcelo Ebrard, in Houston, Texas.",None,1,1,Meeting, ,,, ,, ; Mexico,
5183,5183,15-Nov-18,Sullivan,"Deputy Secretary Sullivan is on travel to Japan, Singapore, Australia, and Papua New Guinea from November 11-18.",<https://2017-2021.state.gov/deputy-secretary-john-sullivans-travel-to-japan-singapore-australia-and-papua-new-guinea/>,1,4,Travel, ; Singapore ; Guinea ; Australia ; Japan ; Papua New Guinea,2018-11-11,2018-11-18, ,,,"Deputy Secretary of State John J. Sullivan will travel to Japan, Singapore, Australia, and Papua New Guinea from November 11-18 on behalf of Secretary Pompeo.;;;;;;;;;;;;The Deputy Secretary will accompany Vice President Pence as he represents President Trump at the U.S.-ASEAN Summit and the East Asia Summit in Singapore, as well as the Asia Pacific Economic Cooperation (APEC) meetings in Papua New Guinea.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5184,5184,15-Nov-18,Green,"9:30 a.m.Administrator Green delivers remarks at a Council on Foreign Relations event, in Washington, D.C.",<https://www.usaid.gov/news-information/press-releases/nov-14-2018-administrator-mark-green-deliver-remarks-international-education-cfr>,1,4,TBD, ,,, ,,,
5185,5185,15-Nov-18,Hale,Under Secretary Hale has no public appointments.,None,1,3,TBD, ,,, ,,,
5186,5186,15-Nov-18,Breier,Assistant Secretary Breier is on travel to Colombia from November 13-17.,<https://2017-2021.state.gov/assistant-secretary-for-western-hemisphere-affairs-kimberly-breier-travels-to-colombia/>,1,4,Travel, ; Colombia,2018-11-13,2018-11-17, ,,," ;;;;;;;;;;;;Assistant Secretary Kimberly Breier will travel to Colombia November 13-17 to meet with President Duque and other senior Colombian officials.;;;;;;;;;;;;While in Colombia, Assistant Secretary Breier will participate in the official arrival ceremony of the USNS ;;;;Comfort;;;; in Turbo. She will visit the border town of Cúcuta, where she will meet with international and non-governmental organization leaders and volunteers from U.S.-supported programs that provide humanitarian aid to Venezuelan refugees and migrants; and she will travel to Antioquia to work on our bilateral efforts to confront narcotics production and trafficking.;;;;;;;;;;;;During her visit, the Assistant Secretary also will meet with Colombian business leaders and civil society representatives.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5187,5187,15-Nov-18,Fannon,"Assistant Secretary Fannon is on travel to Israel, Cyprus, and Egypt from November 11-20. Please click here for more information.",None,1,4,Travel, ; Cyprus ; Egypt ; Israel,2018-11-11,2018-11-20, ,,,
5188,5188,15-Nov-18,Risch,Assistant Secretary Risch is on travel to the United Kingdom and Ireland from November 12-16.,<https://2017-2021.state.gov/assistant-secretary-of-state-for-consular-affairs-carl-risch-travels-to-the-united-kingdom-and-ireland/>,1,4,Travel, ; Ireland ; United Kingdom,2018-11-12,2018-11-16, ,,,Assistant Secretary of State for Consular Affairs Carl Risch will travel November 12-16 to the United Kingdom and Ireland to participate in a series of meetings with U.S. diplomats and foreign government authorities.;;;;;;;;;;;;The Assistant Secretary plans to review consular operations at our U.S. Embassies in London and Dublin. He will also meet with interagency partners.;;;;;;;;;;;;The United States is committed to long-term engagement with the United Kingdom and Ireland on a variety of consular issues.;;;;;;;;;;;;For press inquiries please contact ;;;;CAPRESSREQUESTS@state.gov<mailto:CAPRESSREQUESTS@state.gov>;;;; or (202) 485-6150.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5189,5189,15-Nov-18,Royce,"9:30 a.m.Assistant Secretary Royce moderates a Facebook Live panel discussion with Fulbright Program participants for International Education Week, at the Department of State.",None,1,4,TBD, ,,, ,,,
5190,5190,15-Nov-18,Royce,"1:00 p.m.Assistant Secretary Royce delivers remarks at the Fall 2018 Professional Fellows Congress, at the Washington Hilton Hotel, in Washington, D.C.",None,1,4,TBD, ,,, ,,,
5191,5191,15-Nov-18,Murphy,"Principal Deputy Assistant Secretary Murphy is on travel to Singapore, Guangzhou, and Hong Kong from November 11-20.",None,1,4,Travel, ; Singapore ; Hong Kong,2018-11-11,2018-11-20, , ; China,,
5192,5192,15-Nov-18,Nauert,"11:00 a.m.Spokesperson Nauert delivers remarks at the Associates of the American Foreign Service Worldwide Secretary of State Award for Outstanding Volunteerism Abroad ceremony, at the Department of State.",None,1,4,TBD, ,,, ,,,
5193,5193,15-Nov-18,Nauert,"2:45 p.m.Spokesperson Nauert holds a Department Press Briefing, at the Department of State.",None,1,4,TBD, ,,, ,,,
5194,5194,14-Nov-18,Pompeo,"10:00 a.m.Secretary Pompeo officiates the swearing-in ceremony for John Cotton Richmond as U.S. Ambassador-at-Large to Monitor and Combat Trafficking in Persons, at the Department of State.",None,1,1,TBD, ,,, ,,,
5195,5195,14-Nov-18,Pompeo,"11:00 a.m.Secretary Pompeo meets with Qatari Deputy Prime Minister and Minister of State for Defense Affairs Khalid bin Muhammad al-Attiyah, at the Department of State.",None,1,1,Meeting, ,,, ,, ; Qatar,
5196,5196,14-Nov-18,Pompeo,"12:30 p.m.Secretary Pompeo has lunch with President Donald Trump, at the White House.",None,1,1,TBD, ,,, ,,,
5197,5197,14-Nov-18,Pompeo,"2:00 p.m.Secretary Pompeo meets with Slovak Foreign Minister Miroslav Lajcak, at the Department of State.",None,1,1,Meeting, ,,, ,, ; Domestic,
5198,5198,14-Nov-18,Sullivan,"Deputy Secretary Sullivan is on travel to Japan, Singapore, Australia, and Papua New Guinea from November 11-18.",<https://2017-2021.state.gov/deputy-secretary-john-sullivans-travel-to-japan-singapore-australia-and-papua-new-guinea/>,1,4,Travel, ; Singapore ; Guinea ; Australia ; Japan ; Papua New Guinea,2018-11-11,2018-11-18, ,,,"Deputy Secretary of State John J. Sullivan will travel to Japan, Singapore, Australia, and Papua New Guinea from November 11-18 on behalf of Secretary Pompeo.;;;;;;;;;;;;The Deputy Secretary will accompany Vice President Pence as he represents President Trump at the U.S.-ASEAN Summit and the East Asia Summit in Singapore, as well as the Asia Pacific Economic Cooperation (APEC) meetings in Papua New Guinea.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5199,5199,14-Nov-18,Green,"3:00 p.m.Administrator Green participates in a Build Act roundtable, in Washington, D.C.",None,1,4,TBD, ,,, ,,,
5200,5200,14-Nov-18,Hale,"10:30 a.m.Under Secretary Hale delivers remarks at the Overseas Security Advisory Council Annual Briefing, at the Department of State.",None,1,3,TBD, ,,, , ; security,,
5201,5201,14-Nov-18,Hale,"11:00 a.m.Under Secretary Hale participates in the U.S.-U.K. Strategic Dialogue, at the Department of State.",None,1,3,TBD, ,,, , ; security,,
5202,5202,14-Nov-18,Thompson,"3:30 p.m.Under Secretary Thompson meets with Greek Ambassador to the United States Haris Lalacos, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Greece ; United States,
5203,5203,14-Nov-18,Breier,Assistant Secretary Breier is on travel to Colombia from November 13-17.,<https://2017-2021.state.gov/assistant-secretary-for-western-hemisphere-affairs-kimberly-breier-travels-to-colombia/>,1,4,Travel, ; Colombia,2018-11-13,2018-11-17, ,,," ;;;;;;;;;;;;Assistant Secretary Kimberly Breier will travel to Colombia November 13-17 to meet with President Duque and other senior Colombian officials.;;;;;;;;;;;;While in Colombia, Assistant Secretary Breier will participate in the official arrival ceremony of the USNS ;;;;Comfort;;;; in Turbo. She will visit the border town of Cúcuta, where she will meet with international and non-governmental organization leaders and volunteers from U.S.-supported programs that provide humanitarian aid to Venezuelan refugees and migrants; and she will travel to Antioquia to work on our bilateral efforts to confront narcotics production and trafficking.;;;;;;;;;;;;During her visit, the Assistant Secretary also will meet with Colombian business leaders and civil society representatives.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
