,Unnamed: 0,Dates,Lastnames,Texts,Links,Counts,Rank,Type,Travel_Places,Travel_Start_Date,Travel_End_Date,html
2316,2316,15-Oct-21,Zeya,"Under Secretary Zeya is on travel to Haiti and Panama from October 12–16, 2021.",<https://www.state.gov/under-secretary-zeyas-travel-to-haiti-and-panama/>,1,3,Travel, ; Haiti ; Panama,2021-11-12,2021-11-16,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Under Secretary of State for Civilian Security, Democracy and Human Rights Uzra Zeya will travel to Haiti and Panama from October 12–16, 2021.</p>;;;;<p>In Haiti, Under Secretary Zeya will meet with Prime Minister Ariel Henry to discuss an inclusive, Haitian-led political dialogue that will lead to free and fair elections; how Haiti can provide better security for all its citizens; and support for returning Haitian migrants.&nbsp; The Under Secretary will also meet with Minister of Justice Liszt Quitel to discuss the investigation into President Jovenel Moïse’s assassination and the Bel-Air, La Saline, and Grand Ravine massacres.&nbsp; The Haitian people deserve justice in all these cases.&nbsp; Under Secretary Zeya will also meet with the International Organization for Migration (IOM) and with UNICEF to thank them for their humanitarian assistance and earthquake recovery efforts in Haiti, including IOM’s assistance to the Haitian government in receiving Haitian returnees.&nbsp; These meetings will advance partnerships that are addressing the root causes of migration in Haiti, and support Haitian-led efforts toward the restoration of democratic institutions.</p>;;;;<p>Under Secretary Zeya will then travel to Panama City to meet with Panamanian President Laurentino Cortizo and participate in a High-Level Security Dialogue with the Government of Panama.&nbsp; The October 14 High-Level Security Dialogue will advance ongoing collaboration between the United States and Panama to jointly address regional migration challenges, combat money laundering and drug trafficking, and fortify respect for democratic principles across the region.&nbsp; The Under Secretary will also meet with international organizations, civil society, and NGOs to further collaboration with these important partners on issues relating to security, providing international protection, and migration management.&nbsp; Finally, Under Secretary Zeya will travel to the Darién region to learn about Panamanian, U.S., and international organizations’ efforts to address the challenges of irregular migration and to provide humanitarian assistance to refugees, asylum seekers, and vulnerable migrants.</p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
2317,2317,15-Oct-21,Price,2:00 p.m. Spokesperson Ned Price holds a telephonic press briefing.,None,1,3,TBD, ,,,
2318,2318,14-Oct-21,Blinken,"8:30 a.m. Secretary Blinken meets with Greek Foreign Minister Nikos Dendias, at the Department of State.",None,1,1,TBD, ,,,
2319,2319,14-Oct-21,Blinken,"9:15 a.m. Secretary Blinken and Greek Foreign Minister Nikos Dendias deliver opening remarks for the U.S.-Greece Strategic Dialogue and sign the renewal of the U.S.-Greece Mutual Defense Cooperation Agreement, at the Department of State.",None,1,1,TBD, ,,,
2320,2320,14-Oct-21,Blinken,"11:30 a.m. Secretary Blinken meets with European Union High Representative for Foreign Affairs and Security Policy and European Commission Vice-President Josep Borrell, at the Department of State.",None,1,1,TBD, ,,,
2321,2321,14-Oct-21,Blinken,"2:15 p.m. Secretary Blinken attends President Biden’s bilateral meeting with Kenyan President Uhuru Kenyatta, at the White House.",None,1,1,TBD, ,,,
2322,2322,14-Oct-21,Blinken,"4:00 p.m. Secretary Blinken meets with Saudi Foreign Minister Faisal bin Farhan Al Saud, at the Department of State.",None,1,1,TBD, ,,,
2323,2323,14-Oct-21,Sherman,"1:00 p.m. Deputy Secretary Sherman meets with Russian Deputy Prime Minister Alexei Overchuk, at the Department of State.",None,1,2,TBD, ,,,
2324,2324,14-Oct-21,McKeon,"Deputy Secretary McKeon is on travel to Copenhagen, Denmark, on October 14, 2021, to meet with senior Danish government officials to discuss a range of bilateral, regional, and global issues.",None,1,2,Travel, ; Denmark,2021-11-14,2021-11-14,
2325,2325,14-Oct-21,Nuland,"Under Secretary Nuland is on travel to Russia, Lebanon, and United Kingdom from October 10-15, 2021.",<https://www.state.gov/under-secretary-nulands-trip-to-russia-lebanon-and-the-united-kingdom/>,1,3,Travel, ; Russia ; Lebanon ; United Kingdom,2021-11-10,2021-11-15,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p style=""background: white;""><span style=""font-family: 'Open Sans',sans-serif; color: #222222;"">Under Secretary of State Victoria Nuland will travel to Moscow, Russia on October 11 to meet with senior officials and other interlocutors to discuss a range of bilateral, regional, and global issues.&nbsp;</span></p>;;;;<p style=""background: white; font-variant-ligatures: normal; font-variant-caps: normal; orphans: 2; text-align: start; widows: 2; -webkit-text-stroke-width: 0px; text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; word-spacing: 0px;""><span style=""font-family: 'Open Sans',sans-serif; color: #222222;"">She will then travel to Beirut, Lebanon on October 14 for meetings with Lebanese representatives of civil society and government leaders to discuss economic reforms and elections next year. &nbsp;&nbsp;</span></p>;;;;<p style=""background: white; font-variant-ligatures: normal; font-variant-caps: normal; orphans: 2; text-align: start; widows: 2; -webkit-text-stroke-width: 0px; text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; word-spacing: 0px;""><span style=""font-family: 'Open Sans',sans-serif; color: #222222;"">Under Secretary Nuland will then travel to London, UK on October 15 to meet with senior government officials&nbsp;on a range of global issues.</span></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
2326,2326,14-Oct-21,Zeya,"Under Secretary Zeya is on travel to Haiti and Panama from October 12–16, 2021.",<https://www.state.gov/under-secretary-zeyas-travel-to-haiti-and-panama/>,1,3,Travel, ; Haiti ; Panama,2021-11-12,2021-11-16,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Under Secretary of State for Civilian Security, Democracy and Human Rights Uzra Zeya will travel to Haiti and Panama from October 12–16, 2021.</p>;;;;<p>In Haiti, Under Secretary Zeya will meet with Prime Minister Ariel Henry to discuss an inclusive, Haitian-led political dialogue that will lead to free and fair elections; how Haiti can provide better security for all its citizens; and support for returning Haitian migrants.&nbsp; The Under Secretary will also meet with Minister of Justice Liszt Quitel to discuss the investigation into President Jovenel Moïse’s assassination and the Bel-Air, La Saline, and Grand Ravine massacres.&nbsp; The Haitian people deserve justice in all these cases.&nbsp; Under Secretary Zeya will also meet with the International Organization for Migration (IOM) and with UNICEF to thank them for their humanitarian assistance and earthquake recovery efforts in Haiti, including IOM’s assistance to the Haitian government in receiving Haitian returnees.&nbsp; These meetings will advance partnerships that are addressing the root causes of migration in Haiti, and support Haitian-led efforts toward the restoration of democratic institutions.</p>;;;;<p>Under Secretary Zeya will then travel to Panama City to meet with Panamanian President Laurentino Cortizo and participate in a High-Level Security Dialogue with the Government of Panama.&nbsp; The October 14 High-Level Security Dialogue will advance ongoing collaboration between the United States and Panama to jointly address regional migration challenges, combat money laundering and drug trafficking, and fortify respect for democratic principles across the region.&nbsp; The Under Secretary will also meet with international organizations, civil society, and NGOs to further collaboration with these important partners on issues relating to security, providing international protection, and migration management.&nbsp; Finally, Under Secretary Zeya will travel to the Darién region to learn about Panamanian, U.S., and international organizations’ efforts to address the challenges of irregular migration and to provide humanitarian assistance to refugees, asylum seekers, and vulnerable migrants.</p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
2327,2327,14-Oct-21,Medina,"10:00 a.m.Assistant Secretary Medina participates virtually in the closed session of the Fourteenth Meeting of the Dominican Republic-Central America Free Trade Agreement (CAFTA-DR) Environmental Affairs Council, from the Department of State.",None,1,4,TBD, ,,,
2328,2328,14-Oct-21,Medina,"4:00 p.m.Assistant Secretary Medina participates virtually in the Public Session of the Fourteenth Meeting of the Dominican Republic-Central America Free Trade Agreement (CAFTA-DR) Environmental Affairs Council, from the Department of State.",None,1,4,TBD, ,,,
2329,2329,14-Oct-21,Price,1:15 p.m. Department Press Briefing with Spokesperson Ned Price.,None,1,3,TBD, ,,,
2330,2330,13-Oct-21,Blinken,"11:45 a.m. Secretary Blinken holds a press availability with Israeli Alternate Prime Minister and Foreign Minister Yair Lapid and United Arab Emirates Foreign Minister Sheikh Abdullah Bin Zayed Al Nahyan, at the Department of State.",None,1,1,TBD, ,,,
2331,2331,13-Oct-21,Blinken,"1:30 p.m. Secretary Blinken meets with Israeli Alternate Prime Minister and Foreign Minister Yair Lapid, at the Department of State.",None,1,1,TBD, ,,,
2332,2332,13-Oct-21,Blinken,"3:00 p.m. Secretary Blinken meets with United Arab Emirates Foreign Minister Sheikh Abdullah Bin Zayed Al Nahyan, at the Department of State.",None,1,1,TBD, ,,,
2333,2333,13-Oct-21,Sherman,"8:30 a.m. Deputy Secretary Sherman meets with Israeli Ministry of Foreign Affairs Director General Alon Ushpiz, at the Department of State.",None,1,2,TBD, ,,,
2334,2334,13-Oct-21,Sherman,"3:30 p.m. Deputy Secretary Sherman meets with incoming SOUTHCOM Commander General Laura Richardson, at the Department of State.",None,1,2,TBD, ,,,
2335,2335,12-Oct-21,Blinken,"8:45 a.m. Secretary Blinken attends President Biden’s virtual meeting with G20 leaders to discuss close coordination on Afghanistan among the world’s largest economies, select guests, and international financial institutions, at the White House.",None,1,1,TBD, ,,,
2336,2336,12-Oct-21,Blinken,"10:15 a.m. Secretary Blinken meets with African Union High Representative for the Horn of Africa Olusegun Obasanjo, at the Department of State.",None,1,1,TBD, ,,,
2337,2337,12-Oct-21,Blinken,"10:45 a.m. Secretary Blinken participates in a Virtual Ministerial Meeting on Ethiopia, from the Department of State.",None,1,1,TBD, ,,,
2338,2338,12-Oct-21,Sherman,"Deputy Secretary Sherman attends meetings and briefings, from the Department of State.",None,1,2,TBD, ,,,
2339,2339,12-Oct-21,McKeon,"Deputy Secretary McKeon is on travel to Sweden and Denmark from October 11-14, 2021.",None,1,2,Travel, ; Sweden ; Denmark,2021-11-11,2021-11-14,
2340,2340,12-Oct-21,Nuland,"Under Secretary Nuland is on travel to Russia, Lebanon, and United Kingdom from October 10-15, 2021.",<https://www.state.gov/under-secretary-nulands-trip-to-russia-lebanon-and-the-united-kingdom/>,1,3,Travel, ; Russia ; Lebanon ; United Kingdom,2021-11-10,2021-11-15,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p style=""background: white;""><span style=""font-family: 'Open Sans',sans-serif; color: #222222;"">Under Secretary of State Victoria Nuland will travel to Moscow, Russia on October 11 to meet with senior officials and other interlocutors to discuss a range of bilateral, regional, and global issues.&nbsp;</span></p>;;;;<p style=""background: white; font-variant-ligatures: normal; font-variant-caps: normal; orphans: 2; text-align: start; widows: 2; -webkit-text-stroke-width: 0px; text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; word-spacing: 0px;""><span style=""font-family: 'Open Sans',sans-serif; color: #222222;"">She will then travel to Beirut, Lebanon on October 14 for meetings with Lebanese representatives of civil society and government leaders to discuss economic reforms and elections next year. &nbsp;&nbsp;</span></p>;;;;<p style=""background: white; font-variant-ligatures: normal; font-variant-caps: normal; orphans: 2; text-align: start; widows: 2; -webkit-text-stroke-width: 0px; text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; word-spacing: 0px;""><span style=""font-family: 'Open Sans',sans-serif; color: #222222;"">Under Secretary Nuland will then travel to London, UK on October 15 to meet with senior government officials&nbsp;on a range of global issues.</span></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
2341,2341,12-Oct-21,Zeya,"Under Secretary Zeya is on travel to Haiti and Panama from October 12–16, 2021.",<https://www.state.gov/under-secretary-zeyas-travel-to-haiti-and-panama/>,1,3,Travel, ; Haiti ; Panama,2021-11-12,2021-11-16,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Under Secretary of State for Civilian Security, Democracy and Human Rights Uzra Zeya will travel to Haiti and Panama from October 12–16, 2021.</p>;;;;<p>In Haiti, Under Secretary Zeya will meet with Prime Minister Ariel Henry to discuss an inclusive, Haitian-led political dialogue that will lead to free and fair elections; how Haiti can provide better security for all its citizens; and support for returning Haitian migrants.&nbsp; The Under Secretary will also meet with Minister of Justice Liszt Quitel to discuss the investigation into President Jovenel Moïse’s assassination and the Bel-Air, La Saline, and Grand Ravine massacres.&nbsp; The Haitian people deserve justice in all these cases.&nbsp; Under Secretary Zeya will also meet with the International Organization for Migration (IOM) and with UNICEF to thank them for their humanitarian assistance and earthquake recovery efforts in Haiti, including IOM’s assistance to the Haitian government in receiving Haitian returnees.&nbsp; These meetings will advance partnerships that are addressing the root causes of migration in Haiti, and support Haitian-led efforts toward the restoration of democratic institutions.</p>;;;;<p>Under Secretary Zeya will then travel to Panama City to meet with Panamanian President Laurentino Cortizo and participate in a High-Level Security Dialogue with the Government of Panama.&nbsp; The October 14 High-Level Security Dialogue will advance ongoing collaboration between the United States and Panama to jointly address regional migration challenges, combat money laundering and drug trafficking, and fortify respect for democratic principles across the region.&nbsp; The Under Secretary will also meet with international organizations, civil society, and NGOs to further collaboration with these important partners on issues relating to security, providing international protection, and migration management.&nbsp; Finally, Under Secretary Zeya will travel to the Darién region to learn about Panamanian, U.S., and international organizations’ efforts to address the challenges of irregular migration and to provide humanitarian assistance to refugees, asylum seekers, and vulnerable migrants.</p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
2342,2342,12-Oct-21,Medina,"2:00 p.m.Assistant Secretary Medinameets virtually with Costa Rican Minister of Environment and Energy Andrea Meza Murillo, from the Department of State.",None,1,4,TBD, ,,,
2343,2343,12-Oct-21,Price,2:00 p.m. Department Press Briefing with Spokesperson Ned Price.,None,1,3,TBD, ,,,
2344,2344,11-Oct-21,Blinken,Secretary Blinken has no public appointments.,None,1,1,TBD, ,,,
2345,2345,8-Oct-21,Blinken,"Secretary Blinken is on travel to France, California, and Mexico from October 4-8, 2021.",<https://www.state.gov/secretary-blinkens-travel-to-paris-and-mexico-city>,1,1,Travel, ; Mexico ; France,2021-11-04,2021-11-08,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Secretary of State Antony J.&nbsp;Blinken&nbsp;will travel to Paris, France October 4 – 6 to chair the&nbsp;Ministerial Council Meeting (MCM)&nbsp;of the Organization for Economic Cooperation and Development&nbsp;(OECD)&nbsp;and commemorate the organization’s 60<sup>th</sup>&nbsp;anniversary. &nbsp;The U.S. delegation will include the Special Presidential Envoy for Climate,&nbsp;the United States&nbsp;Trade Representative,&nbsp;the Chair of the Council of Economic Advisors, and the Under Secretary for Economic Growth, Energy and the Environment.&nbsp;&nbsp;The Ministerial theme is “Shared values: Building a Green and Inclusive Future;” accordingly, advancing efforts to combat the climate crisis, promoting quality infrastructure development,&nbsp;and building a more inclusive and equitable future will be&nbsp;among U.S.&nbsp;priorities&nbsp;at the MCM.&nbsp; Secretary Blinken will also&nbsp;meet with&nbsp;French counterparts to continue discussions on further strengthening the vital U.S.-France relationship on a range of issues including security in the Indo-Pacific region, the climate crisis, economic recovery from the COVID-19 pandemic, the Transatlantic relationship, and working with our Allies and partners to address global challenges and opportunities.</p>;;;;<p class=""p1"">On October 7, Secretary Blinken will travel to Stanford, California where he will meet with former Secretaries of State and attend a memorial service for former Secretary of State George P. Shultz.</p>;;;;<p>On October 7 – 8, Secretary Blinken will travel to Mexico City, Mexico to co-lead the U.S. delegation to the U.S.-Mexico High Level Security Dialogue. &nbsp;Discussions with Mexican counterparts on this trip will reinforce our strong bilateral relationship with Mexico and build upon various discussions in the previous months between our two governments.</p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
2346,2346,8-Oct-21,Blinken,"8:05 a.m. LOCALSecretary Blinken participates in a Mural Tour with Mexican President Andrés Manuel López Obrador and Mexican Foreign Secretary Marcelo Ebrard, in Mexico City, Mexico.",None,1,1,TBD, ,,,
2347,2347,8-Oct-21,Blinken,"8:45 a.m. LOCAL Secretary Blinken attends a Working Breakfast with Mexican President Andrés Manuel López Obrador and Mexican Foreign Secretary Marcelo Ebrard, in Mexico City, Mexico.",None,1,1,TBD, ,,,
2348,2348,8-Oct-21,Blinken,"10:45 a.m. LOCAL Secretary Blinken participates in the U.S.-Mexico High Level Security Dialogue, in Mexico City, Mexico.",None,1,1,TBD, ,,,
2349,2349,8-Oct-21,Blinken,"12:30 p.m. LOCAL Secretary Blinken attends the U.S.-Mexico High Level Security Dialogue Farewell Reception, in Mexico City, Mexico.",None,1,1,TBD, ,,,
2350,2350,8-Oct-21,Blinken,"1:30 p.m. LOCAL Secretary Blinken holds a Joint Press Availability with Mexican Foreign Secretary Marcelo Ebrard, in Mexico City, Mexico.",None,1,1,TBD, ,,,
2351,2351,8-Oct-21,Blinken,"3:30 p.m. LOCAL Secretary Blinken holds a Meet and Great with U.S. Mission Mexico, in Mexico City, Mexico.",None,1,1,TBD, ,,,
2352,2352,8-Oct-21,Sherman,"Deputy Secretary Sherman is on travel to Switzerland, Uzbekistan, India, and Pakistan from September 29 – October 8, 2021.",<https://www.state.gov/deputy-secretary-shermans-trip-to-switzerland-uzbekistan-india-and-pakistan/>,1,2,Travel, ; India ; Uzbekistan ; Pakistan ; Switzerland,2021-09-29,2021-11-08,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p><span style=""font-size: medium;"">Deputy Secretary of State Wendy R. Sherman will travel to Geneva, Switzerland on September 29 to lead a U.S. interagency delegation to a September 30 U.S.-Russia bilateral Strategic Stability Dialogue.&nbsp;&nbsp;She will be joined by Under Secretary of State for Arms Control and International Security Bonnie Jenkins.&nbsp; The two delegations last met in Geneva on July 28.&nbsp; The Strategic Stability Dialogue follows from a commitment made by President Biden and Russian President Putin in their June 2021 Geneva meeting to have a deliberate and robust dialogue that will seek to lay the groundwork for future arms control and risk reduction measures.&nbsp; Deputy Secretary Sherman will also travel to Bern to inaugurate the first U.S.-Swiss Strategic Partnership Dialogue with Swiss State Secretary Livia Leu.</span></p>;;;;<p><span style=""font-size: medium;"">She will then travel to Tashkent, Uzbekistan where she will meet with senior officials and civil society on October 4. &nbsp;Deputy Secretary Sherman will be in New Delhi, India on October 6 for a series of bilateral meetings, civil society events, and the India Ideas Summit. &nbsp;On October 7, she will travel to Mumbai, India for&nbsp;engagements with business and civil society.&nbsp;&nbsp;Deputy Secretary Sherman will complete her trip by traveling to Islamabad, Pakistan on October 7-8 to meet with senior officials.</span></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
2353,2353,8-Oct-21,McKeon,"Deputy Secretary McKeon attends meetings and briefings, from the Department of State.",None,1,2,TBD, ,,,
2354,2354,8-Oct-21,Nuland,"Under Secretary Nuland attends meetings and briefings, from the Department of State.",None,1,3,TBD, ,,,
